<city name> <latitude>  <longitude> <population>
Los Angeles	33.941313	-118.409066	40000
Portland	45.588557	-122.593851	6480
Eugene	44.121617	-123.216508	1690
Hawaii	19.734432	-156.043179	14200
Dallas	32.897445	-97.040403	13410
Chicago	41.976435	-87.904582	27160
Orlando	28.428478	-81.308442	2800
New York	40.641352	-74.778376	86230
